commit type,added lines count
Multi-lang,515
Other,5
Other,6
Other,34
Other,3
Other,4
Other,0
Other,87
Other,24
Multi-lang,316
Other,23
Other,10
Other,12
Other,1880
Other,9
Other,1
Other,4
Other,46
Multi-lang,228
Other,1
Other,1
Other,255
Other,11
Other,109
Other,2
Other,88
Other,1
Other,1197
Other,0
Other,1
Other,0
Other,3
Other,1002
Other,16
Other,4
Other,10
Other,76
Other,19
Other,5
Other,1
Other,1
Other,244
Multi-lang,65
Other,17
Other,8
Other,0
Other,2
Other,1
Other,4
Multi-lang,62
Other,18
Other,7
Other,76
Other,9
Other,9
Other,12
Other,2
Other,9
Other,34
Other,37
Other,1
Other,43
Other,147
Other,1
Other,25
Other,10
Other,13
Other,14
Other,7
Other,11
Other,25
Other,26
Other,0
Other,27
Multi-lang,127
Other,0
Other,221
Other,18
Other,2
Other,60
Other,1
Other,45
Other,7
Other,45
Other,1
Other,2
Other,1
Other,66
Other,51
Other,2
Other,5
Other,2
Other,1
Other,0
Other,237
Other,31
Other,8
Other,11
Other,12
Other,6
Other,1
Other,6
Other,38
Other,28
Other,5
Other,76
Other,3
Other,1004
Other,3
Other,1
Other,2
Other,802
Other,41
Other,1
Other,2
Other,1
Other,245
Other,7
Other,23
Other,2
Other,3
Other,2
Other,5
Other,1
Other,3
Other,2
Other,1
Other,1
Other,1
Other,1
Other,2
Other,23
Other,13
Other,4
Other,8
Other,4
Other,18
Other,7
Other,282
Multi-lang,5
Multi-lang,6
Multi-lang,3
Other,4
Other,3
Other,3
Other,2
Other,0
Other,6
Other,2
Other,1000
Other,7
Other,1
Other,39
Other,1
Other,2
Other,1
Other,1
Other,2
Other,1
Other,7
Other,2
Other,1
Other,1
Other,9
Other,19
Other,140
Other,2
Other,11
Other,7
Other,3
Other,13
Other,0
Other,2
Other,1
Other,18
Other,15
Other,8
Other,7
Other,11
Other,15
Other,6
Other,68
Other,3
Other,7
Other,4
Other,2
Other,13
Other,3
Other,1
Other,2
Other,26
Multi-lang,0
Other,60
Other,0
Other,31
Other,21
Other,63
Other,4
Other,58
Other,46
Other,46
Other,45
Other,77
Other,105
Multi-lang,193
Other,268
Multi-lang,119
Other,13
Other,140
Other,15
Other,60
Other,6
Other,4
Other,16
Other,1
Other,18
Other,49
Multi-lang,41
Other,1
Other,2
Other,1
Other,1
Other,1
Other,12
Other,16
Other,15
Other,1
Other,2
Other,0
Other,1
Other,2
Other,9
Other,1
Other,6
Other,6
Other,4
Other,6
Other,6
Other,6
Other,4
Other,1
Other,4
Other,6
Other,6
Other,4
Other,1
Other,1
Multi-lang,121
Other,1
Other,4
Other,2
Other,1
Other,11
Other,29
Other,9
Other,4
Other,169
Other,0
Other,0
Other,195
Other,2
Multi-lang,63
Other,1
Other,1
Other,10
Other,4
Other,15
Other,2
Multi-lang,4258
Other,2580
Multi-lang,16
Other,2
Other,10
Other,34
Other,15
Other,1
Other,0
Other,0
Other,1
Other,1
Other,9
Multi-lang,29
Other,1
Other,16
Other,2
Other,1
Other,48
Other,13
Other,17
Other,1
Other,6
Other,2
Other,1
Multi-lang,341
Multi-lang,83
Other,2
Other,1
Other,13
Other,16
Other,1
Other,3
Other,10
Other,2
Other,4
Other,2
Multi-lang,57
Other,9
Other,2
Other,12
Other,5
Other,18
Other,358
Other,1
Other,2
Other,4
Other,8
Other,4
Multi-lang,148
Other,2
Other,14
Other,1
Multi-lang,29
Other,21
Other,104
Other,11
Multi-lang,5
Multi-lang,4
Other,2
Multi-lang,10
Other,2
Other,8
Other,37
Other,12
Other,43
Other,7
Multi-lang,403
Other,5
Other,2
Other,1
Other,2
Other,2
Other,1
Other,8
Other,14
Other,846
Other,219
Other,4
Other,2
Other,40
Other,152
Other,2
Other,966
Other,12
Other,13
Other,96
Other,2
Multi-lang,45
Other,23
Other,0
Other,1
Other,6
Other,1
Other,1
Other,5
Other,1
Other,9
Other,15
Other,18
Other,13
Other,24
Other,308
Other,3
Other,1
Multi-lang,5
Multi-lang,71
Other,8
Other,2
Other,26
Other,2
Multi-lang,45
Multi-lang,87
Multi-lang,27
Other,6
Other,90
Other,8
Other,1
Other,125
Other,4
Other,2
Other,1
Other,3
Other,209
Other,1
Other,2
Other,187
Other,2
Multi-lang,33
Other,83
Other,1
Multi-lang,29
Other,0
Other,2
Other,14
Other,5
Other,15
Other,14
Other,23
Multi-lang,11
Other,2
Other,2
Other,2
Other,962
Other,52
Other,40
Other,0
Other,1
Other,305
Other,2
Other,1
Other,2
Other,120
Other,25
Other,5
Other,11
Other,42
Other,6
Other,22
Other,2
Other,1
Other,1
Other,2
Other,3
Other,4
Other,44
Other,394
Other,188
Multi-lang,10
Other,19
Other,2
Other,7
Other,3
Other,10
Other,12
Other,327
Other,2
Other,9
Other,13
Other,1
Other,1
Other,2
Other,78
Multi-lang,99
Other,1
Other,2
Other,1
Other,333
Other,2
Other,1
Other,956
Other,10
Multi-lang,223
Other,72
Other,9
Other,8
Other,1
Other,4
Other,955
Other,1
Other,2
Other,136
Other,6
Multi-lang,69
Other,29
Other,11
Other,28
Other,34
Other,7
Other,8
Other,2
Other,11
Other,14
Other,11
Other,40
Multi-lang,71
Multi-lang,8
Multi-lang,210
Other,27
Other,0
Other,1
Other,2
Other,132
Other,9
Other,2
Other,26
Multi-lang,174
Other,4
Other,2
Other,2
Other,2
Other,1
Other,120
Multi-lang,25
Multi-lang,49
Other,1
Other,1
Other,1
Other,113
Other,8
Other,2
Other,3
Other,13
Other,1
Other,3
Other,6
Other,1
Other,25
Other,2
Other,48
Other,42
Other,12
Multi-lang,83
Other,1
Other,214
Other,16
Other,164
Other,3
Multi-lang,10
Multi-lang,1012
Other,145
Other,2
Multi-lang,297
Other,1
Other,2
Other,1
Other,1
Other,6
Other,665
Other,14
Other,67
Other,1
Other,561
Other,6
Other,2
Multi-lang,113
Other,3
Other,7
Other,0
Other,165
Other,5
Other,1776
Other,17
Other,691
Other,13
Other,1
Other,9
Other,7
Other,83
Other,6
Other,7
Other,2
Other,168
Other,2
Other,1
Other,12
Other,1
Other,43
Multi-lang,209
Other,23
Other,22
Other,30
Other,28
Other,2
Other,4
Other,21
Other,16
Other,2
Other,99
Other,1
Other,9
Other,1
Other,1
Other,96
Other,2
Other,1
Other,3
Other,2
Other,1
Other,5
Other,43
Other,803
Other,2
Other,21
Other,8
Other,33
Other,4
Other,25
Other,1
Other,3
Other,9
Other,6
Other,11
Other,2
Other,0
Other,19
Other,2
Multi-lang,1553
Other,7
Other,18
Other,1
Other,146
Other,1
Other,2
Other,2
Other,1
Other,18
Other,100
Other,61
Multi-lang,535
Other,2
Other,16
Other,1
Other,13
Other,2
Other,39
Other,1
Other,1
Multi-lang,20
Other,0
Other,2
Other,1
Multi-lang,0
Other,0
Other,2
Multi-lang,51
Other,52
Other,26
Other,1
Other,1
Other,15
Multi-lang,25
Other,2
Other,1
Other,3
Other,0
Other,2
Other,2
Other,2
Other,2
Other,40
Other,7
Other,5
Other,4
Other,11
Other,10
Multi-lang,30
Other,2
Other,1
Other,757
Other,2
Multi-lang,121
Other,2
Multi-lang,29771
Other,40
Other,31
Other,34
Other,2
Other,43
Multi-lang,173
Other,1
Other,2
Other,43
Other,4
Other,2
Other,150
Other,124
Other,1
Other,3238
Other,2
Other,2
Other,3
Other,0
Other,2
Other,34
Other,13
Other,900
Other,34
Other,20
Other,2
Other,10
Other,4
Other,55
Other,13
Other,4
Other,12
Other,4
Multi-lang,101
Multi-lang,37
Other,108
Other,60
Other,103
Other,88
Other,15
Other,41
Other,1
Other,3
Other,4
Other,6
Other,2
Other,0
Other,75
Other,154
Other,0
Multi-lang,339
Other,2
Other,1
Other,15
Other,6
Other,18
Other,69
Other,2
Multi-lang,89
Multi-lang,20
Multi-lang,245
Other,1
Other,153
Other,8
Multi-lang,997
Other,2
Other,1
Other,739
Other,109
Multi-lang,66
Other,119
Other,0
Multi-lang,318
Other,2
Other,35
Multi-lang,56
Multi-lang,31
Other,0
Other,3
Other,6
Other,4
Multi-lang,137
Other,13
Other,10
Other,6
Other,1
Other,2
Other,2
Other,10
Other,830
Other,5
Other,7
Other,0
Other,0
Multi-lang,49
Multi-lang,51
Multi-lang,35
Other,11
Other,0
Other,0
Other,5
Other,32
Other,2
Other,1
Multi-lang,33
Other,7
Other,1
Other,6
Other,1
Other,3
Other,2
Other,2
Other,1
Other,4
Other,1
Other,2
Other,5
Other,1
Other,1
Other,4
Other,1
Other,4
Other,2
Other,1
Other,1
Other,6
Other,2
Multi-lang,16
Multi-lang,73
Other,4
Other,1
Other,2
Other,1
Other,8
Other,2
Other,9
Other,14
Other,7
Other,24
Other,0
Other,1
Multi-lang,267
Multi-lang,108
Other,226
Multi-lang,86
Other,19
Other,4
Other,28
Other,2
Other,2
Other,21
Other,44
Other,0
Other,33
Other,31
Other,1
Other,4
Other,3
Other,10
Multi-lang,361
Other,28
Other,1
Other,3
Other,1
Other,2
Other,1
Other,25
Other,0
Other,374
Other,2
Other,0
Other,0
Other,115
Other,418
Other,19
Other,7
Other,217
Multi-lang,65
Multi-lang,9
Multi-lang,55
Other,1
Other,1167
Other,54
Other,223
Multi-lang,90
Multi-lang,149
Other,2
Other,9
Multi-lang,45
Other,74
Multi-lang,24
Other,3
Other,35
Other,2
Other,2
Other,2
Other,98
Other,276
Other,0
Other,2
Other,1
Other,3
Other,11
Other,40
Multi-lang,376
Other,6
Other,6
Other,1
Other,1
Other,29
Other,0
Other,1
Other,76
Other,0
Multi-lang,139
Other,1
Other,2
Other,2
Other,1
Other,7
Multi-lang,23
Other,12
Multi-lang,14
Other,160
Other,24
Other,8
Other,8
Other,104
Other,1
Other,0
Other,0
Other,224
Other,23
Other,65
Other,580
Other,2
Other,6
Other,51
Other,1
Other,0
Other,49
Other,51
Other,84
Other,11
Other,71
Other,60
Other,57
Other,2
Other,5
Other,2
Other,10
Other,2
Other,6
Other,1
Multi-lang,47
Other,9
Other,1
Multi-lang,7
Multi-lang,73
Other,233
Other,23
Other,2
Multi-lang,170
Other,1
Other,116
Other,2
Other,59
Multi-lang,172
Multi-lang,360
Other,8
Other,2
Multi-lang,847
Other,20
Other,36
Other,2
Multi-lang,67
Other,2
Other,2
Other,1
Other,19
Other,2
Multi-lang,308
Other,13
Other,0
Multi-lang,2
Other,244
Other,1
Other,281
Other,0
Other,73
Other,19
Other,1401
Other,10
Other,4
Other,1
Other,0
Multi-lang,431
Other,43
Other,2
Other,4
Other,19
Multi-lang,4
Other,73
Other,18
Other,14
Other,1
Other,12
Other,7
Other,2
Other,2
Other,23
Other,39
Other,2
Other,7
Multi-lang,212
Other,2
Other,57
Other,1
Other,10
Other,4
Other,9
Other,2
Other,5
Other,5
Other,2
Multi-lang,121
Multi-lang,61
Other,2
Other,30
Multi-lang,5099
Other,1804
Other,2
Other,18
Other,10
Other,68
Other,101
Other,2
Other,10
Other,27
Other,0
Multi-lang,97
Other,4
Other,2
Other,7
Other,2
Other,2
Other,43
Other,106
Multi-lang,5
Other,1107
Other,1
Other,11
Other,16
Other,1
Other,1
Multi-lang,31
Other,83
Other,1
Other,79
Other,43
Other,2
Multi-lang,27
Other,0
Multi-lang,19
Other,3
Other,39
Other,63
Other,0
Multi-lang,1209
Other,47
Other,0
Other,264
Other,173
Other,1
Other,19
Other,1
Other,2
Multi-lang,82
Multi-lang,9
Other,2
Other,2
Multi-lang,281
Multi-lang,35
Multi-lang,41
Other,10
Other,2
Other,4
Other,362
Other,12
Other,45
Other,73
Other,1
Other,2
Other,3
Other,20
Other,7
Other,17
Other,1
Other,1
Other,2
Other,6
Other,291
Other,1
Other,3
Multi-lang,9
Other,7
Other,60
Other,2
Multi-lang,47
Other,104
Multi-lang,122
Other,0
Other,7
Other,1
Other,2
Other,1
Other,14
Other,84
Other,2
Other,1
Other,6
Other,17
Other,4
Other,30
Multi-lang,105
Other,18
Other,1
Other,12
Other,1
Other,2
Multi-lang,12
Other,8
Multi-lang,6
Multi-lang,59
Other,3
Other,8
Other,0
Other,2
Other,153
Multi-lang,62
Other,1
Multi-lang,50
Multi-lang,18
Other,5
Other,2
Multi-lang,137
Multi-lang,85
Other,1
Other,369
Other,3
Other,4
Multi-lang,91
Multi-lang,360
Other,15
Other,1
Other,2
Other,100
Multi-lang,31
Other,1
Other,9
Other,3
Other,15
Multi-lang,25
Multi-lang,26
Other,6
Other,3
Multi-lang,162
Other,52
Other,8
Multi-lang,41
Other,12
Other,0
Other,40
Other,229
Other,1
Multi-lang,8
Other,1
Other,3
Other,2
Other,3
Other,1
Other,1
Other,6
Multi-lang,35
Other,12
Other,8
Other,63
Other,1
Other,2
Other,1
Other,49
Other,5
Other,2
Other,2
Other,2
Other,13
Other,17
Multi-lang,61
Other,31
Other,5
Other,0
Other,12
Other,120
Other,2
Other,1
Multi-lang,642
Other,8
Multi-lang,32
Other,1
Other,1
Other,9
Other,442
Other,52
Other,23
Other,158
Other,72
Other,4
Other,2
Other,2
Other,51
Other,6
Other,2
Other,1
Other,51
Other,1
Other,2
Other,7
Other,64
Other,12
Other,20
Other,5
Other,1
Other,14
Other,37
Other,12
Other,7
Other,1
Other,1
Other,3
Other,2
Other,4
Other,1
Other,4
Other,20
Other,11
Other,7
Other,68
Other,6
Other,1
Other,72
Other,8
Multi-lang,10
Other,23
Other,6
Other,1
Other,39
Other,2
Other,21
Other,4
Other,0
Multi-lang,27
Other,0
Other,2
Other,5
Other,46
Other,51
Other,55
Other,1
Other,47
Other,0
Other,17
Other,20
Other,2
Multi-lang,35
Other,2
Other,29
Other,13
Multi-lang,39
Other,20
Multi-lang,90
Other,9
Other,39
Other,0
Other,41
Multi-lang,276
Other,1
Other,2
Multi-lang,3
Other,0
Other,40
Other,12
Other,275
Multi-lang,203
Multi-lang,711
Multi-lang,0
Other,0
Other,0
Other,0
Other,0
Other,2
Other,1
Other,104
Other,10
Other,2
Other,1
Other,48
Other,34
Other,7
Other,1
Other,2
Other,5
Other,2
Other,0
Other,4
Other,13
Other,9
Other,2
Other,2
Other,2
Other,2
Other,2
Multi-lang,4
Other,23
Other,12
Other,23
Other,42
Other,86
Other,44
Other,23
Multi-lang,1671
Other,47
Other,1
Other,2
Other,2
Multi-lang,326
Other,26
Other,315
Other,2
Other,23
Other,5
Multi-lang,74
Multi-lang,9
Other,2
Other,38
Multi-lang,222
Other,2
Other,68
Other,6
Other,286
Other,2
Multi-lang,1
Other,142
Other,61
Other,9
Other,4
Other,2
Other,8
Other,2
Other,24
Other,26
Other,1
Other,28
Other,9
Other,0
Other,2
Other,4
Other,1
Other,106
Other,4
Other,23
Other,1
Other,8
Other,1
Other,10
Other,5
Other,221
Other,225
Multi-lang,177
Multi-lang,479
Other,2
Multi-lang,4
Other,6
Other,5
Other,5
Other,0
Other,49
Other,39
Other,1
Multi-lang,7
Other,1
Other,2
Other,29
Other,20
Other,855
Other,0
Other,0
Multi-lang,176
Other,46
Other,358
Multi-lang,30
Other,2
Other,0
Other,88
Other,2
Other,37
Multi-lang,84
Other,92
Other,13308
Other,1
Multi-lang,68
Other,2
Other,2
Other,17
Other,13
Other,6
Other,1
Other,6
Other,0
Other,2
Other,2
Other,13
Multi-lang,109
Other,14
Other,25
Other,1
Other,0
Other,1
Multi-lang,13
Multi-lang,22
Other,43
Other,2
Other,1
Other,39
Other,1
Multi-lang,1091
Other,2281
Other,511
Other,5
Other,0
Other,2
Other,1
Other,3
Other,55
Other,6
Other,31
Other,2
Other,15
Multi-lang,36
Other,3
Other,1
Other,1
Other,80
Other,2
Other,4
Other,46
Other,12
Multi-lang,38
Other,15
Other,2
Other,1
Other,45
Other,25
Other,196
Other,1
Other,24
Other,32
Multi-lang,2
Multi-lang,52
Other,1
Other,8
Other,9
Other,1
Other,1
Other,5
Other,97
Other,3
Other,11
Other,2
Other,67
Other,2
Other,2
Other,5
Other,2
Other,10
Multi-lang,41
Other,31
Other,9
Other,4
Other,24
Other,6
Other,24
Other,1
Other,23
Other,2
Other,25
Other,1
Other,24
Other,2
Other,1
Other,1
Other,1
Other,7
Other,2
Other,0
Other,109
Other,8
Other,1
Other,387
Other,14
Other,1
Other,9
Other,2
Other,40
Other,47
Other,18
Multi-lang,76
Other,38
Other,2
Other,0
Other,0
Other,1
Other,2
Other,1
Multi-lang,132
Multi-lang,66
Other,10
Other,26
Other,11
Other,2
Other,13
Other,1
Other,393
Multi-lang,15
Multi-lang,26
Other,15
Other,2
Other,59
Multi-lang,3327
Other,40
Other,26
Other,37
Other,1
Multi-lang,240
Other,2
Other,12
Other,19
Other,35
Other,12
Other,2
Other,33
Other,5
Other,1
Other,2
Other,63
Other,28
Other,19
Other,12
Other,2
Other,1
Other,4
Other,22
Other,14
Other,2
Other,1
Other,0
Other,9
Other,2
Other,21
Other,45
Other,124
Other,17
Other,10
Other,1
Other,10
Other,14
Other,35
Other,2
Other,10
Other,14
Other,2
Other,1
Other,2
Other,16
Other,9
Other,46
Other,4
Other,38
Other,85
Other,13
Other,9
Other,10
Other,2
Other,25
Other,0
Other,49
Other,5
Other,4
Other,31
Other,0
Other,17
Other,23
Other,2
Other,11
Other,2
Other,54
Other,30
Other,3
Other,1
Other,13
Multi-lang,37
Other,1
Multi-lang,115
Other,2
Other,6
Other,2
Multi-lang,62
Other,10
Other,4
Multi-lang,1238
Other,2
Other,12
Other,26
Other,10
Other,34
Other,0
Multi-lang,1057
Other,4
Other,0
Other,1
Other,2
Other,2
Other,35
Other,811
Multi-lang,4015
Other,2
Other,11
Other,1
Other,0
Other,1
Other,1
Other,2
Other,18
Other,67
Other,17
Other,13
Other,3
Multi-lang,63
Other,5
Other,3
Other,1
Other,27
Other,0
Other,39
Other,1
Other,195
Other,4
Other,45
Other,237
Other,8
Other,20
Other,145
Other,36
Other,13
Other,3
Other,2
Other,17
Other,2
Other,11
Other,1
Other,2
Other,1
Other,5
Other,44
Other,0
Other,1
Other,2
Other,60
Other,56
Other,4
Other,139
Other,3
Multi-lang,66
Other,4
Other,9
Other,47
Other,10
Other,2
Other,2
Other,1
Other,2
Other,0
Other,2
Other,1
Other,2
Other,14
Other,3
Other,78
Other,8
Other,15
Other,1
Other,1
Multi-lang,5
Other,4
Multi-lang,99
Multi-lang,11
Other,2
Other,4
Other,20
Other,2
Other,18
Other,12
Other,516
Other,0
Other,6
Other,97
Other,22
Multi-lang,148
Other,5
Multi-lang,216
Multi-lang,73
Other,2
Other,4
Other,443
Other,4
Multi-lang,191
Other,3
Multi-lang,91
Other,2
Other,15
Multi-lang,0
Multi-lang,3
Multi-lang,86
Other,1
Other,47
Other,16
Other,5
Other,12
Multi-lang,867
Other,4
Other,10
Multi-lang,27
Other,4
Other,35
Other,18
Other,11
Other,11
Other,11
Other,12
Other,12
Other,14
Other,2
Other,0
Other,13
Other,26
Other,3
Other,5
Multi-lang,417
Other,24
Other,4
Multi-lang,244
Other,1
Other,3
Other,5
Other,120
Other,4
Other,2
Other,1
Other,0
Other,310
Multi-lang,327
Multi-lang,114
Other,12
Other,2
Other,184
Other,2
Other,91
Other,8
Other,2
Multi-lang,133
Other,5
Multi-lang,319
Other,30
Other,100
Other,3
Other,1
Other,1
Multi-lang,32
Multi-lang,1
Multi-lang,107
Other,14
Other,38
Multi-lang,34
Other,3
Other,9
Other,251
Other,2
Multi-lang,196
Other,1
Other,98
Other,5
Other,5
Other,11
Other,26
Other,6
Other,149
Other,17
Other,2
Other,1
Other,8
Other,2
Other,1
Other,150
Multi-lang,25
Multi-lang,17
Multi-lang,7
Other,2
Other,48
Other,2
Other,98
Other,2
Other,15
Other,49
Other,2
Other,38
Other,8
Other,193
Other,3
Other,2
Other,1
Other,1
Multi-lang,3320
Other,111
Other,12
Other,192
Multi-lang,2
Other,26
Other,8
Other,17
Other,2
Other,5
Other,8
Multi-lang,15
Multi-lang,5
Other,2
Other,2
Multi-lang,72
Other,2
Other,2
Other,4
Other,1
Other,21
Multi-lang,30
Other,0
Multi-lang,118
Multi-lang,598
Multi-lang,70
Other,582
Multi-lang,564
Other,577
Multi-lang,535
Other,0
Other,0
Other,0
Other,0
Other,10
Multi-lang,4
Multi-lang,108
Other,28
Other,22
Other,6
Other,17
Other,15
Other,16
Other,14
Other,7
Other,2
Multi-lang,40
Other,0
Other,18
Other,16
Other,0
Other,18
Other,2
Multi-lang,279
Other,153
Multi-lang,35
Other,0
Other,114
Other,2
Multi-lang,2131
Other,7
Other,1
Multi-lang,4
Other,2
Other,1
Other,2
Multi-lang,21
Other,3
Other,9
Multi-lang,3
Other,2
Multi-lang,43
Multi-lang,274
Multi-lang,84
Other,2
Other,1
Other,7
Other,22
Other,151
Other,89
Other,1
Multi-lang,3
Other,19
Other,8
Other,1
Other,16
Other,1
Other,20
Other,28
Other,2
Other,1
Other,9
Other,1
Other,0
Other,3
Other,2
Other,29
Other,17
Other,40
Other,1
Other,201
Other,1
Other,2
Other,15
Multi-lang,205
Other,0
Other,27
Other,17
Other,49373
Other,0
Other,4
Other,20
Other,14
Other,1
Other,3
Other,16
Other,2
Other,12
Other,1
Other,88
Other,2
Multi-lang,164
Multi-lang,38
Multi-lang,0
Other,32
Multi-lang,16
Multi-lang,139
Other,4
Other,4
Multi-lang,311
Other,0
Multi-lang,50
Other,2
Other,8
Multi-lang,8
Other,5
Other,2
Other,4
Other,1
Other,8
Other,2
Other,17
Other,13
Other,7
Other,4
Other,21
Other,12
Other,226
Other,4
Other,93
Other,0
Other,2
Other,6
Other,2
Other,2
Other,362
Other,0
Other,0
Other,269
Other,22
Other,26
Multi-lang,56519
Other,2
Other,2
Other,13
Other,1
Other,12
Other,1
Other,2
Other,1
Other,0
Other,1
Other,6
Other,2
Other,0
Other,13
Other,9
Other,2
Other,2
Other,2
Other,2
Other,1
Other,1
Other,1
Other,2
Other,14
Other,2
Other,84
Other,2
Other,2
Other,2
Other,18
Other,1
Other,12
Other,2
Other,30
Other,4
Other,25
Other,35
Other,2
Other,1
Other,36
Other,2
Other,10
Other,5
Other,4
Other,2
Other,2
Other,13
Other,6
Other,1
Other,2
Other,1
Other,2
Other,2
Other,2
Other,2
Other,1
Other,4
Other,24
Other,7
Other,7
Other,2
Other,11
Other,2
Other,1
Other,2
Other,2
Other,7
Other,2
Other,1
Other,2
Other,0
Other,2
Other,7
Other,83
Multi-lang,10
Other,2
Other,36
Other,41
Other,6
Other,2
Other,15
Other,2
Other,49
Other,18
Other,2
Other,12
Other,2
Other,1
Other,2
Other,4
Other,2
Other,2
Other,2
Other,104
Other,2
Other,2
Other,14
Other,1
Multi-lang,29
Multi-lang,10
Other,8
Other,37
Other,12
Other,43
Other,7
Other,1
Other,2
Multi-lang,22
Other,2
Multi-lang,2217
Other,1
Other,2
Other,1
Other,2
Multi-lang,22
Other,24
Other,2
Other,308
Other,3
Other,2
Other,2
Other,1
Other,2
Other,28
Other,5
Other,2
Other,3
Other,3
Other,1004
Other,3
Other,1
Other,2
Other,41
Other,1
Other,245
Other,2
Other,7
Other,23
Other,23
Other,2
Other,2
Other,6
Other,2
Other,11
Other,15
Other,2
Other,15
Other,15
Other,8
Other,1
Other,1
Other,2
Other,2
Other,4
Other,2
Other,1
Other,2
Other,4
Other,1
Other,1
Other,71
Other,2
Other,1
Other,2
Multi-lang,129
Other,0
Other,0
Other,2
Other,2
Other,6
Other,5
Other,1
Other,2
Other,13
Other,2
Other,3
Other,2
Other,2
Other,4
Other,2
Other,1
Other,2
Other,2
Other,1
Other,2
Other,2
Other,2
Other,37
Other,2
Other,5
Other,2
Other,51
Other,1
Other,2
Other,2
Other,6
Other,2
Other,1
Other,2
Other,67
Other,2
Other,1
Other,1
Other,2
Other,22
Other,6
Other,9
Other,4
Other,2
Other,79
Other,10
Other,2
Other,38
Other,74
Other,58
Other,0
Other,1
Other,1
Other,1038
Other,2
Other,7
Other,10
Other,10
Other,10
Other,7
Other,0
Other,42
Other,16
Other,2
Other,16
Other,7
Other,31
Other,39
Other,3
Other,1
Other,2
Other,109
Other,269
Other,4
Other,2
Other,13
Other,2
Other,1
Other,2
Other,14
Other,2
Other,2
Other,2
Other,3
Other,2
Other,2
Other,1
Other,2
Other,15
Other,2
Other,1
Other,1
Other,21
Other,6
Other,2
Other,2
Other,13
Other,21
Other,2
Other,1105
Other,3
Other,2
Other,1
Other,2
Other,2
Other,4
Other,2
Other,65
Other,2
Other,1
Other,1062
Other,41
Other,1
Other,955
Other,2
Other,88
Multi-lang,1
Other,1
Other,2
Other,50
Other,677
Other,14
Other,4
Other,68
Other,2
Other,3
Other,12
Other,100
Other,2
Other,1
Other,4
Other,14
Other,73
Other,2
Other,2
Other,10
Other,6
Other,3
Other,3
Other,52
Other,3
Other,175
Other,2
Other,11
Other,2
Other,361
Other,37
Other,22
Other,3
Other,15
Other,28
Other,3
Other,2
Other,2
Other,15
Other,13
Other,7
Other,1
Other,5
Other,100
Other,5
Other,2
Other,6
Other,11
Other,3
Other,123
Other,7
Other,7
Other,89
Other,5
Other,1
Other,1145
Other,137
Other,2
Other,1
Other,2
Other,3
Multi-lang,46
Other,2
Other,3
Other,0
Other,2
Other,6
Other,1
Other,1
Other,5
Other,0
Other,1
Other,27
Other,0
Other,0
Other,10
Other,3
Other,49
Other,56
Other,2
Other,5
Other,7
Other,1
Other,897
Other,7
Other,2
Other,757
Other,1
Other,6
Other,43
Other,40
Other,3
Other,6
Other,2
Other,6
Other,414
Other,5
Other,3
Other,2
Other,1
Other,6
Other,22
Other,8
Other,3
Other,3
Other,2
Other,6
Other,2
Other,4
Multi-lang,10
Multi-lang,8
Other,38
Other,5
Other,13
Other,2
Other,5
Other,6
Other,10
Other,18
Other,1
Other,1
Other,2
Other,3
Other,3
Other,4
Other,2
Other,4
Other,8
Other,1
Other,3
Other,2
Other,4
Other,11
Other,38
Other,1
Other,37
Other,12
Other,3
Other,2
Other,9
Other,2
Other,1
Other,5
Other,38
Other,0
Other,126
Other,1
Other,52
Other,2
Other,1
Other,37
Other,3
Other,7
Other,2
Other,2
Other,10
Other,4
Other,1
Other,5
Other,1
Other,1
Other,1
Other,4
Other,15
Other,2
Other,14
Other,1
Other,4
Other,3
Other,35
Other,2
Other,9
Other,10
Other,11
Other,5
Other,1
Multi-lang,60
Other,264
Other,279
Other,245
Other,255
Other,244
Other,195
Other,3
Other,89
Other,162
Multi-lang,144
Other,19
Other,8
Other,93
Other,14
Other,2
Other,10
Other,3
Other,4
Other,1
Other,2
Other,2
Other,12
Other,260
Other,6
Other,1
Other,7
Other,11
Other,0
Other,9
Other,13
Other,1
Other,7
Other,2
Other,73
Other,10
Other,140
Other,129
Other,11
Other,124
Other,10
Other,183
Other,34
Other,5
Other,37
Other,54
Other,1
Other,336
Other,213
Other,306
Other,150
Other,344
Other,182
Other,233
Other,60
Other,255
Other,113
Other,71
Other,94
Other,0
Other,14
Other,1
Other,141
Other,5
Other,4
Other,5
Other,11
Other,5
Other,2
Other,4
Other,2
Other,1
Other,1
Other,1
Other,12
Other,2
Other,1
Other,1
Other,2
Other,2
Other,1
Other,5
Other,6
Other,4
Multi-lang,438
Other,2
Other,3
Other,1
Other,2
Other,8
Other,1
Other,31
Other,6
Other,14
Other,33
Other,19
Other,8
Other,6
Other,2
Other,3
Other,54
Other,2
Other,3
Other,6
Other,9
Other,2
Other,3
Other,8
Other,2
Other,3
Other,3
Other,2
Other,3
Other,6
Other,2
Other,3
Other,0
Other,2
Other,3
Other,2
Other,5
Other,134
Other,58
Other,5
Other,1
Other,5
Other,8
Other,5
Other,3
Other,10
Other,1369
Other,3
Other,13
Other,1
Other,13
Multi-lang,51
Other,4
Other,55
Other,35
Other,136
Other,77
Other,3
Other,0
Other,9
Other,15
Other,165
Other,15
Other,44
Other,302
Other,4
Other,3
Other,56
Other,59
Multi-lang,6
Other,37
Other,12
Other,56
Other,9
Other,12
Other,36
Other,27
Other,27
